time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-12-17T02:03:09.570Z,18.0311,-66.8088,15,2.88,md,17,115,0.09,0.13,pr,pr2021351000,2021-12-17T02:42:08.383Z,"2 km NW of Guayanilla, Puerto Rico",earthquake,0.33,0.44,0.18,5,reviewed,pr,pr
2021-12-17T01:51:54.223Z,34.4069,82.9394,57.49,4.3,mb,,90,7.232,0.61,us,us6000gehy,2021-12-23T00:56:40.040Z,"western Xizang",earthquake,11.9,5.5,0.168,12,reviewed,us,us
2021-12-17T01:35:00.788Z,12.5061,48.2733,10,4.6,mb,,101,5.396,0.69,us,us6000gd0b,2021-12-17T02:14:53.040Z,"149 km N of Las Khorey, Somalia",earthquake,11.3,1.9,0.122,22,reviewed,us,us
2021-12-17T00:52:21.380Z,-24.5245,-70.9744,35,4.1,mb,,139,0.529,0.51,us,us6000gczz,2021-12-18T23:49:11.040Z,"109 km NNW of Taltal, Chile",earthquake,4.6,2,0.174,9,reviewed,us,us
2021-12-17T00:18:42.010Z,38.6714,-97.4854,5,2.5,mb_lg,,98,0.73,0.39,us,us6000gczs,2021-12-18T23:41:31.123Z,"6 km SW of Gypsum, Kansas",earthquake,2.1,2,0.147,12,reviewed,us,us
2021-12-17T00:12:53.137Z,4.9237,-82.5786,10,5.1,mww,,72,3.846,0.62,us,us6000gczr,2021-12-18T23:34:39.040Z,"south of Panama",earthquake,7.5,1.8,0.045,48,reviewed,us,us
2021-12-16T23:38:35.560Z,19.2098333333333,-155.407,34.03,3.06,ml,51,151,,0.12,hv,hv72836277,2021-12-21T05:00:07.040Z,"7 km E of Pāhala, Hawaii",earthquake,0.43,0.51,0.136769754727178,35,reviewed,hv,hv
2021-12-16T23:29:21.485Z,-28.5283,-176.713,10,4.9,mb,,72,1.286,0.43,us,us6000gczh,2021-12-18T23:18:31.040Z,"Kermadec Islands region",earthquake,8.7,1.9,0.101,31,reviewed,us,us
2021-12-16T22:55:03.742Z,31.2654,142.3097,10,4.5,mb,,137,2.807,0.37,us,us6000gcze,2021-12-18T23:12:43.040Z,"Izu Islands, Japan region",earthquake,11.7,1.9,0.084,42,reviewed,us,us
2021-12-16T22:36:41.560Z,19.9018333333333,-156.7945,1.04,3.6,ml,58,192,,0.15,hv,hv72836222,2021-12-21T05:51:14.136Z,"87 km WNW of Kalaoa, Hawaii",earthquake,1.21,0.34,0.142532606561366,30,reviewed,hv,hv
2021-12-16T22:20:05.853Z,-40.6484,78.1406,10,5,mb,,81,2.882,0.52,us,us6000gd26,2021-12-18T22:55:56.040Z,"Mid-Indian Ridge",earthquake,5.8,1.8,0.107,28,reviewed,us,us
2021-12-16T21:28:29.597Z,-43.3596,-76.2961,10,4.6,mb,,155,2.86,0.85,us,us6000gcxd,2021-12-18T22:42:52.040Z,"219 km W of Quellón, Chile",earthquake,8.7,1.9,0.102,29,reviewed,us,us
2021-12-16T21:14:46.597Z,-60.1797,-23.8016,15,6,mww,,45,9.059,0.84,us,us6000gcxa,2021-12-18T22:50:10.102Z,"South Sandwich Islands region",earthquake,9.9,1.7,0.052,36,reviewed,us,us
2021-12-16T20:48:29.560Z,18.8126666666667,-155.268833333333,9.62,3.1,ml,51,267,,0.12,hv,hv72836042,2021-12-17T01:42:42.090Z,"43 km SE of Naalehu, Hawaii",earthquake,0.55,0.73,0.161479724725826,32,reviewed,hv,hv
2021-12-16T20:40:29.843Z,-40.5586,78.3722,10,5.2,mb,,54,2.828,0.73,us,us6000gcwv,2021-12-16T20:56:48.040Z,"Mid-Indian Ridge",earthquake,6.7,1.8,0.092,39,reviewed,us,us
2021-12-16T20:13:21.245Z,23.143,93.9283,70.74,4.5,mb,,80,3.727,0.57,us,us6000gcwh,2021-12-16T22:41:42.040Z,"36 km NE of Falam, Myanmar",earthquake,10.3,6.9,0.083,43,reviewed,us,us
2021-12-16T20:04:37.042Z,62.0629,-141.0917,5,2.6,ml,,104,0.472,0.73,us,us6000gcwg,2021-12-16T22:32:27.040Z,"68 km S of Alcan Border, Alaska",earthquake,1.4,1.9,0.041,78,reviewed,us,us
2021-12-16T19:07:56.350Z,18.7533333333333,-155.251,7.51,2.88,md,42,276,,0.15,hv,hv72835907,2021-12-17T03:50:59.390Z,"49 km SE of Naalehu, Hawaii",earthquake,0.69,0.74,0.114689468532358,17,reviewed,hv,hv
2021-12-16T18:57:55.222Z,56.7449,-153.1793,31.2,3.5,ml,,,,0.74,ak,ak021g355pyi,2021-12-17T11:19:02.979Z,"51 km S of Old Harbor, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2021-12-16T17:42:40.189Z,32.84820557,-100.9402391,5.746866862,2.5,ml,13,80,0.02944977522,0.1,tx,tx2021yozq,2021-12-16T21:53:13.048Z,"14 km N of Snyder, Texas",earthquake,0.6012036388,0.9801068766999999,0.2,6,reviewed,tx,tx
2021-12-16T16:27:45.430Z,19.1891666666667,-155.4565,36.92,2.7,md,49,118,,0.11,hv,hv72835737,2021-12-17T04:28:31.070Z,"2 km ESE of Pāhala, Hawaii",earthquake,0.42,0.51,0.0917361783994792,19,reviewed,hv,hv
2021-12-16T16:19:07.221Z,-18.1187,-178.0725,520.34,4.4,mb,,50,7.354,1.37,us,us6000gctm,2021-12-16T20:29:37.040Z,"276 km E of Levuka, Fiji",earthquake,11.5,7.4,0.063,72,reviewed,us,us
2021-12-16T15:23:24.927Z,-21.95,-178.9247,549.63,4.4,mb,,118,5.058,1.04,us,us6000gcu1,2021-12-16T20:01:20.040Z,"Fiji region",earthquake,6.2,8.5,0.072,60,reviewed,us,us
2021-12-16T13:48:22.567Z,-21.9608,-68.7032,125.65,4.6,mb,,41,0.526,1.12,us,us6000gcrx,2021-12-17T17:36:04.040Z,"59 km NNE of Calama, Chile",earthquake,6.2,6.9,0.111,24,reviewed,us,us
2021-12-16T13:28:50.363Z,-20.7239,-69.22,115.42,4.5,mb,,54,0.404,0.59,us,us6000gcrw,2021-12-17T17:26:31.244Z,"112 km ESE of Iquique, Chile",earthquake,5,5.3,0.132,17,reviewed,us,us
2021-12-16T13:23:44.135Z,-8.3114,119.4916,173.39,4.4,mb,,89,2.735,1.16,us,us6000gcrv,2021-12-17T17:07:08.040Z,"30 km N of Komodo, Indonesia",earthquake,8.7,7.6,0.17,11,reviewed,us,us
2021-12-16T13:13:36.910Z,32.3251667,-115.3526667,18.43,3.05,ml,30,77,0.1023,0.33,ci,ci40128720,2021-12-17T17:47:08.040Z,"15km WSW of Delta, B.C., MX",earthquake,0.55,1.24,0.159,74,reviewed,ci,ci
2021-12-16T12:25:25.256Z,31.56493822,-104.0301734,8.548120117,4.4,ml,19,60,0.03634227007,0.2,tx,tx2021yope,2021-12-17T15:26:52.084Z,"35 km NW of Toyah, Texas",earthquake,0.9142472607,0.7981118179,0.2,8,reviewed,tx,tx
2021-12-16T11:59:36.700Z,19.2053333333333,-155.467666666667,35.92,2.7,ml,52,99,,0.12,hv,hv72835507,2021-12-17T04:45:35.190Z,"1 km ENE of Pāhala, Hawaii",earthquake,0.37,0.47,0.189563710902981,29,reviewed,hv,hv
2021-12-16T11:48:51.100Z,19.132,-64.7775,46,3.79,md,21,316,0.9668,0.5,pr,pr2021350002,2021-12-16T12:49:26.040Z,"88 km N of Cruz Bay, U.S. Virgin Islands",earthquake,4.15,15.01,0.13,16,reviewed,pr,pr
2021-12-16T11:03:31.337Z,-6.1959,128.0136,386.87,5.1,mb,,21,3.712,0.77,us,us6000gcqy,2021-12-16T11:23:22.040Z,"277 km S of Ambon, Indonesia",earthquake,5,7.2,0.056,102,reviewed,us,us
2021-12-16T10:55:02.460Z,-6.2477,154.84,90.24,4.6,mb,,61,3.358,0.9,us,us6000gcqv,2021-12-17T06:34:24.040Z,"71 km W of Panguna, Papua New Guinea",earthquake,9.3,3.8,0.072,57,reviewed,us,us
2021-12-16T10:01:36.725Z,32.06268311,-102.2393054,10.53999837,3.3,ml,21,57,0.06315904584,0.1,tx,tx2021yokk,2021-12-17T03:40:04.389Z,"14 km ENE of Gardendale, Texas",earthquake,0.4401176865,0.6809954882,0.2,8,reviewed,tx,tx
2021-12-16T09:35:42.936Z,55.615,-151.0697,13.2,2.7,ml,,,,0.4,ak,ak021g2zo4tb,2021-12-16T18:39:45.456Z,"224 km SE of Old Harbor, Alaska",earthquake,,17.9,,,reviewed,ak,ak
2021-12-16T09:01:16.080Z,18.8311666666667,-155.1975,8.57,2.87,ml,46,267,,0.14,hv,hv72835347,2021-12-16T09:29:53.190Z,"48 km ESE of Naalehu, Hawaii",earthquake,0.51,0.54,0.205990357853459,22,reviewed,hv,hv
2021-12-16T08:54:18.700Z,18.883,-155.215166666667,7.21,3.19,ml,42,257,,0.16,hv,hv72835337,2021-12-16T09:36:56.470Z,"43 km ESE of Naalehu, Hawaii",earthquake,0.51,0.41,0.150708259687205,26,reviewed,hv,hv
2021-12-16T08:53:09.440Z,18.7376666666667,-155.266,8.04,2.96,md,38,279,,0.18,hv,hv72835332,2021-12-16T10:31:26.040Z,"49 km SE of Naalehu, Hawaii",earthquake,0.75,0.84,0.227497176096915,16,reviewed,hv,hv
2021-12-16T08:47:46.190Z,18.7343333333333,-155.252,8.33,2.86,md,42,279,,0.16,hv,hv72835322,2021-12-16T10:23:02.040Z,"50 km SE of Naalehu, Hawaii",earthquake,0.67,0.65,0.181796952039075,19,reviewed,hv,hv
2021-12-16T08:46:18.440Z,18.7681666666667,-155.261166666667,8.16,2.69,ml,33,274,,0.13,hv,hv72835317,2021-12-16T09:50:28.110Z,"47 km SE of Naalehu, Hawaii",earthquake,0.86,0.84,0.162847429010189,12,reviewed,hv,hv
2021-12-16T08:02:45.679Z,35.7221,139.9352,56.58,4.2,mb,,154,1.619,0.67,us,us6000gcxx,2021-12-17T18:04:10.897Z,"5 km WNW of Honchō, Japan",earthquake,4.9,12,0.215,6,reviewed,us,us
2021-12-16T08:02:38.412Z,-30.9553,-179.7217,357.59,4.7,mb,,70,2.298,1.03,us,us6000gcpw,2021-12-16T08:23:14.040Z,"Kermadec Islands region",earthquake,12.3,6.1,0.059,87,reviewed,us,us
2021-12-16T07:49:59.078Z,16.0407,-93.8681,73.96,4.3,mb,,164,1.68,0.69,us,us6000gcpt,2021-12-16T09:04:10.040Z,"1 km S of Paredón, Mexico",earthquake,8,14.9,0.047,125,reviewed,us,us
2021-12-16T07:14:04.097Z,-6.0748,148.3105,87.94,4.1,mb,,144,4.269,0.39,us,us6000gcpm,2021-12-16T07:36:33.040Z,"74 km NE of Finschhafen, Papua New Guinea",earthquake,9,13.1,0.135,16,reviewed,us,us
2021-12-16T05:41:30.450Z,18.0651,-68.5703,50,3.68,md,25,221,0.4869,0.29,pr,pr2021350001,2021-12-16T06:26:23.116Z,"34 km S of Boca de Yuma, Dominican Republic",earthquake,2.58,3.87,0.1,9,reviewed,pr,pr
2021-12-16T05:25:33.880Z,-11.1846,123.2331,10,4.1,mb,,83,1.746,1,us,us6000gcp6,2021-12-16T05:50:58.040Z,"119 km SSW of Kupang, Indonesia",earthquake,5.9,1.9,0.185,9,reviewed,us,us
2021-12-16T04:58:33.620Z,17.9825,-66.8608,17,2.49,md,13,157,0.0198,0.19,pr,pr2021350000,2021-12-16T05:11:53.109Z,"3 km E of Maria Antonia, Puerto Rico",earthquake,0.55,0.69,0.1,9,reviewed,pr,pr
2021-12-16T04:48:12.991Z,14.7502,-92.2201,89.85,4.2,mb,,160,1.525,0.7,us,us6000gcnv,2021-12-17T05:33:33.040Z,"5 km WNW of Ignacio Zaragoza, Mexico",earthquake,6.6,11.2,0.087,37,reviewed,us,us
2021-12-16T04:43:33.601Z,-7.0862,128.6709,10,4.5,mb,,68,2.753,0.63,us,us6000gcnt,2021-12-17T05:28:52.040Z,"243 km NE of Lospalos, Timor Leste",earthquake,5.9,1.9,0.144,14,reviewed,us,us
2021-12-16T04:33:27.070Z,32.06451416,-102.2393054,10.34436035,3.7,ml,27,57,0.0649617466,0.1,tx,tx2021ynzp,2021-12-17T05:25:59.561Z,"14 km ENE of Gardendale, Texas",earthquake,0.4187080854,0.7175626679,0.2,13,reviewed,tx,tx
2021-12-16T04:26:07.051Z,-7.049,128.6698,10,5.6,mww,,31,2.766,0.84,us,us6000gcnj,2021-12-17T18:35:35.040Z,"245 km NE of Lospalos, Timor Leste",earthquake,5.7,1.7,0.061,26,reviewed,us,us
2021-12-16T04:01:12.370Z,39.4145,-110.2741667,-3.41,2.49,md,8,248,0.0406,0.18,uu,uu60472297,2021-12-17T04:26:28.040Z,"18 km SSE of Sunnyside, Utah",earthquake,2.85,2.64,0.04,6,reviewed,uu,uu
2021-12-16T03:51:59.263Z,31.4856,142.3639,10,4.8,mb,,79,2.702,0.56,us,us6000gcnd,2021-12-17T02:19:29.040Z,"Izu Islands, Japan region",earthquake,9.3,1.8,0.047,138,reviewed,us,us
